FieldsBase Project Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:10 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Field,Operator,Status,Development scheme,Production start date,Water depth (m),Remark
Eugene Island 211,"USA, Gulf of Mexico",USA,Eugene Island - 211,Eugene Island 211,"ERT, Helis Oil & Gas",Completed,Fixed,1 Jul 2006,25,
Eugene Island 212,"USA, Gulf of Mexico",USA,Eugene Island - 212,Eugene Island 212,"Chevron, Unocal",Completed,Fixed,1 Jul 1985,27,
Eugene Island 213,"USA, Gulf of Mexico",USA,Eugene Island - 213,Eugene Island 213,Mariner Energy,Completed,Fixed,1 Jul 2004,27,
Eugene Island 214 - Chevron,"USA, Gulf of Mexico",USA,"Eugene Island - 214, Eugene Island - 230, Eugene Island - 231",Eugene Island 231,Chevron,Completed,Fixed,1 Jul 1976,37,
Eugene Island 214 - Chevron Phase II,"USA, Gulf of Mexico",USA,Eugene Island - 214,Eugene Island 214,Chevron,Completed,Fixed,14 Aug 2000,32,
Eugene Island 214 - Norcen Explorer,"USA, Gulf of Mexico",USA,Eugene Island - 214,Eugene Island 214,Maritech Resources,Completed,Fixed,1 Jul 1998,32,
Eugene Island 215,"USA, Gulf of Mexico",USA,"Eugene Island - 193, Eugene Island - 207, Eugene Island - 208, Eugene Island - 215",Eugene Island 208,"BP, Chevron, Devon Energy, Maritech Resources, Tenneco, Tennessee Gas Pipeline",Completed,Fixed&SS,1 Jul 1982,30,
Eugene Island 216,"USA, Gulf of Mexico",USA,Eugene Island - 216,Eugene Island 216,"El Paso, Sonat Exploration",Completed,Fixed,1 Jul 1996,35,
Eugene Island 217,"USA, Gulf of Mexico",USA,Eugene Island - 217,Eugene Island 217,"ANR Pipeline, ConocoPhillips",Completed,Fixed,1 Jul 1989,34,
Eugene Island 218,"USA, Gulf of Mexico",USA,Eugene Island - 218,Eugene Island 218,"ConocoPhillips, Offshore Energy",Completed,Fixed,1 Jul 1998,35,
Eugene Island 219,"USA, Gulf of Mexico",USA,Eugene Island - 219,Eugene Island 219,"ConocoPhillips, Sea Robin Pipeline Company",Completed,Infrastructure,1 Jul 1975,35,
Eugene Island 221,"USA, Gulf of Mexico",USA,Eugene Island - 221,Eugene Island 221,"BP, ConocoPhillips",Completed,Fixed,1 Jul 1989,41,
Eugene Island 224,"USA, Gulf of Mexico",USA,Eugene Island - 224,Eugene Island 224,Walter Oil & Gas,Completed,Fixed,1 Jul 1988,42,
Eugene Island 224 Phase 2,"USA, Gulf of Mexico",USA,Eugene Island - 224,Eugene Island 224,Walter Oil & Gas,Completed,Subsea,5 Nov 2009,42,
Eugene Island 224 Phase 3,"USA, Gulf of Mexico",USA,Eugene Island - 224,Eugene Island 224,Castex,Completed,Fixed,30 Jun 2011,42,
Eugene Island 225,"USA, Gulf of Mexico",USA,Eugene Island - 225,Eugene Island 225,BP,Completed,Infrastructure,1 Jul 1991,43,
Eugene Island 227,"USA, Gulf of Mexico",USA,Eugene Island - 227,Eugene Island 227,"Newfield Exploration, Prime Natural Resources",Completed,Fixed,1 Jul 1999,39,
Eugene Island 229,"USA, Gulf of Mexico",USA,Eugene Island - 229,Eugene Island 229,Chevron,Completed,Fixed,1 Jul 1990,37,
Eugene Island 23,"USA, Gulf of Mexico",USA,Eugene Island - 23,Eugene Island 23,Anadarko,Completed,Infrastructure,1 Jul 1994,4,
Eugene Island 230,"USA, Gulf of Mexico",USA,Eugene Island - 230,Eugene Island 230,Chevron,Completed,Fixed,1 Jul 1976,37,
Eugene Island 230 Removal,"USA, Gulf of Mexico",USA,Eugene Island - 230,Eugene Island 230 (+ Eugene Island 231),Chevron,Completed,Fixed,7 Sep 2010,37,
Eugene Island 231,"USA, Gulf of Mexico",USA,"Eugene Island - 214, Eugene Island - 230, Eugene Island - 231",Eugene Island 231,Chevron,Completed,Fixed,1 Jul 1968,37,
Eugene Island 237,"USA, Gulf of Mexico",USA,Eugene Island - 237,Eugene Island 237,Chevron,Completed,Fixed,1 Jul 1982,40,
Eugene Island 238,"USA, Gulf of Mexico",USA,"Eugene Island - 229, Eugene Island - 237, Eugene Island - 238, Eugene Island - 252, Eugene Island - 261, Eugene Island - 262",Eugene Island 238,"Chevron, Sea Robin Pipeline Company",Completed,Fixed,1 Jul 1963,40,
Eugene Island 239,"USA, Gulf of Mexico",USA,Eugene Island - 239,Eugene Island 239,Walter Oil & Gas,Completed,Fixed,1 Jul 1994,40,
Eugene Island 24,"USA, Gulf of Mexico",USA,"Eugene Island - 10, Eugene Island - 24",Eugene Island 24,"Cockrell, Hess, Murphy, Tennessee Gas Pipeline, Unocal",Completed,Fixed,1 Jul 1980,4,
Eugene Island 240,"USA, Gulf of Mexico",USA,"Eugene Island - 239, Eugene Island - 240",Eugene Island 240,"BP, ExxonMobil",Completed,Fixed,1 Jul 1983,41,
Eugene Island 242,"USA, Gulf of Mexico",USA,Eugene Island - 242,Eugene Island 242,Stone Energy,Completed,Fixed,1 Jul 1995,43,
Eugene Island 243,"USA, Gulf of Mexico",USA,Eugene Island - 243,Eugene Island 243,"Columbia Gulf Transmission Company, Devon Energy, Stone Energy, Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1981,45,
Eugene Island 243 decommissioning,"USA, Gulf of Mexico",USA,Eugene Island - 243,Eugene Island 243,"Devon Energy, Stone Energy",Completed,Fixed,11 Dec 2013,45,
Eugene Island 245,"USA, Gulf of Mexico",USA,Eugene Island - 245,Eugene Island 245,"Devon Energy, UMC",Completed,Fixed,1 Jul 1992,46,
Eugene Island 246,"USA, Gulf of Mexico",USA,Eugene Island - 246,Eugene Island 246,,Completed,Fixed,15 Jul 2008,19,
Eugene Island 247,"USA, Gulf of Mexico",USA,Eugene Island - 247,Eugene Island 247,"ANR Pipeline, ConocoPhillips, Energy Partners, Samedan, Unocal",Completed,Fixed,1 Jul 1976,49,
Eugene Island 248,"USA, Gulf of Mexico",USA,Eugene Island - 248,Eugene Island 248,"ANR Pipeline, Samedan, Walter Oil & Gas",Completed,Fixed&SS,1 Jul 1984,50,
Eugene Island 250,"USA, Gulf of Mexico",USA,Eugene Island - 250,Eugene Island 250,"ANR Pipeline, Columbia Gulf Transmission Company, ERT",Completed,Fixed,1 Jul 1970,49,
Eugene Island 251,"USA, Gulf of Mexico",USA,Eugene Island - 251,Eugene Island 251,"Columbia Gulf Transmission Company, Newfield Exploration",Completed,Fixed,1 Jul 1978,48,
Eugene Island 252,"USA, Gulf of Mexico",USA,Eugene Island - 252,Eugene Island 252,"Chevron, Shell",Completed,Fixed,1 Jul 1977,45,
Eugene Island 252 IRM,"USA, Gulf of Mexico",USA,Eugene Island - 252,Eugene Island 252,Chevron,Completed,Other,5 Nov 2008,45,
Eugene Island 254,"USA, Gulf of Mexico",USA,Eugene Island - 254,Eugene Island 254,"Anadarko, EPL Oil & Gas Inc, Norcen",Completed,Fixed,1 Jul 1997,42,
Eugene Island 255,"USA, Gulf of Mexico",USA,Eugene Island - 255,Eugene Island 255,"CXY Energy (A), Forest Oil",Completed,Fixed,1 Jul 1992,42,
Eugene Island 256,"USA, Gulf of Mexico",USA,Eugene Island - 256,Eugene Island 256,"Devon Energy, Pogo, Sea Robin Pipeline Company",Completed,Fixed,1 Jul 1977,42,
Eugene Island 257,"USA, Gulf of Mexico",USA,Eugene Island - 257,Eugene Island 257,"Nexen, Oxy Petroleum, Inc., Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1980,48,
Eugene Island 258,"USA, Gulf of Mexico",USA,"Eugene Island - 256, Eugene Island - 257, Eugene Island - 258, Eugene Island - 277, Eugene Island - 278",Eugene Island 258,EPL Oil & Gas Inc,Completed,Fixed,1 Jul 1970,48,
Eugene Island 26,"USA, Gulf of Mexico",USA,Eugene Island - 26,Eugene Island 26,"Chevron, Murphy",Completed,Infrastructure,1 Jul 1980,6,
Eugene Island 261,"USA, Gulf of Mexico",USA,Eugene Island - 261,Eugene Island 261,"Devon Energy, Sea Robin Pipeline Company, Transworld Exploration",Completed,Fixed,1 Jul 1970,51,
Eugene Island 262,"USA, Gulf of Mexico",USA,Eugene Island - 262,Eugene Island 262,Newfield Exploration,Completed,Fixed,1 Jul 1994,50,
Eugene Island 265,"USA, Gulf of Mexico",USA,Eugene Island - 265,Eugene Island 265,Murphy,Completed,Fixed,1 Jul 1991,53,
Eugene Island 266,"USA, Gulf of Mexico",USA,"Eugene Island - 221, Eugene Island - 224, Eugene Island - 243, Eugene Island - 248, Eugene Island - 265, Eugene Island - 266, Eugene Island - 267, Eugene Island - 269, Eugene Island - 271, South Marsh Is - 95",Eugene Island 266,"Forest Oil, Stone Energy, Unocal",Completed,Fixed,1 Jul 1969,49,
Eugene Island 266 - 1988,"USA, Gulf of Mexico",USA,"Eugene Island - 221, Eugene Island - 224, Eugene Island - 243, Eugene Island - 248, Eugene Island - 265, Eugene Island - 266, Eugene Island - 267, Eugene Island - 269, Eugene Island - 271, South Marsh Is - 95",South Marsh 95 (+ Eugene Island 266),Apache,Completed,Fixed,17 Oct 1988,55,
Eugene Island 266 Decommissioning,"USA, Gulf of Mexico",USA,"Eugene Island - 221, Eugene Island - 224, Eugene Island - 243, Eugene Island - 248, Eugene Island - 265, Eugene Island - 266, Eugene Island - 267, Eugene Island - 269, Eugene Island - 271, South Marsh Is - 95",Eugene Island 266,Mariner Energy,Completed,Fixed,1 Apr 2011,49,Platform E
Eugene Island 267,"USA, Gulf of Mexico",USA,Eugene Island - 267,Eugene Island 267,"ANR Pipeline, ConocoPhillips",Completed,Fixed,1 Jul 1981,54,
Eugene Island 268,"USA, Gulf of Mexico",USA,Eugene Island - 268,Eugene Island 268,American Coastal Energy,Completed,Fixed,1 Jul 2003,58,
Eugene Island 27,"USA, Gulf of Mexico",USA,Eugene Island - 27,Eugene Island 27,Energy Partners,Completed,Fixed,1 Jul 2003,5,
Eugene Island 271,"USA, Gulf of Mexico",USA,Eugene Island - 271,Eugene Island 271,Seneca Resources,Completed,Fixed,1 Jul 2000,55,
Eugene Island 273,"USA, Gulf of Mexico",USA,Eugene Island - 273,Eugene Island 273,"BP, Chevron, Forest Oil",Completed,Fixed,1 Jul 1964,58,
Eugene Island 274,"USA, Gulf of Mexico",USA,Eugene Island - 274,Eugene Island 274,"Apache, Prime Natural Resources, Statoil",Completed,Fixed,1 Jul 1991,55,
Eugene Island 275,"USA, Gulf of Mexico",USA,Eugene Island - 275,Eugene Island 275,Pogo,Completed,Fixed,1 Jul 2006,55,
Eugene Island 276,"USA, Gulf of Mexico",USA,"Eugene Island - 255, Eugene Island - 259, Eugene Island - 260, Eugene Island - 275, Eugene Island - 276",Eugene Island 276,"Chevron, Delmar, Nexen, Shell, Spirit Energy 76, Total, Unocal",Completed,Fixed&SS,1 Jul 1964,53,
Eugene Island 277,"USA, Gulf of Mexico",USA,Eugene Island - 277,Eugene Island 277,"Energy Partners, Sandefer Offshore, Tri-Union (A)",Completed,Fixed,1 Jul 1990,52,
Eugene Island 278,"USA, Gulf of Mexico",USA,Eugene Island - 278,Eugene Island 278,"Apache, Oxy Petroleum, Inc.",Completed,Fixed,1 Jul 1983,52,
Eugene Island 28,"USA, Gulf of Mexico",USA,Eugene Island - 28,Eugene Island 28,"Anadarko, Juniper, Koch",Completed,Fixed,1 Jul 1989,5,
Eugene Island 280,"USA, Gulf of Mexico",USA,Eugene Island - 280,Eugene Island 280,Pogo,Completed,Fixed,1 Jul 2004,60,
Eugene Island 281,"USA, Gulf of Mexico",USA,Eugene Island - 281,Eugene Island 281,"Apache, Energy Partners, Millennium Offshore Inc",Completed,Fixed,1 Jul 1990,59,
Eugene Island 282,"USA, Gulf of Mexico",USA,Eugene Island - 282,Eugene Island 282,Apache,Completed,Subsea,1 Jul 2003,55,
Eugene Island 283,"USA, Gulf of Mexico",USA,Eugene Island - 283,Eugene Island 283,BP,Completed,Fixed,1 Jul 1996,58,
Eugene Island 284,"USA, Gulf of Mexico",USA,Eugene Island - 284,Eugene Island 284,Mariner Energy,Completed,Fixed,1 Jul 1984,61,
Eugene Island 286,"USA, Gulf of Mexico",USA,Eugene Island - 286,Eugene Island 286,XTO Energy,Completed,Fixed,1 Jul 1985,61,
Eugene Island 286 Removal,"USA, Gulf of Mexico",USA,Eugene Island - 286,Eugene Island 286,XTO Energy,Completed,Fixed,19 Aug 2010,61,
Eugene Island 287,"USA, Gulf of Mexico",USA,Eugene Island - 287,Eugene Island 287,"Eni, Flash Gas & Oil, Graham Energy, NCX",Completed,Fixed&SS,1 Jul 1989,59,
Eugene Island 288,"USA, Gulf of Mexico",USA,Eugene Island - 288,Eugene Island 288,"Devon Energy, MERIT ENERGY PARTNERS",Completed,Fixed,1 Jul 2001,62,
Eugene Island 29,"USA, Gulf of Mexico",USA,Eugene Island - 29,Eugene Island 29,Offshore Shelf,Completed,Fixed,19 Oct 2004,5,
Eugene Island 292,"USA, Gulf of Mexico",USA,"Eugene Island - 286, Eugene Island - 287, Eugene Island - 292, Eugene Island - 307, Eugene Island - 308, Eugene Island - 309, Eugene Island - 314",Eugene Island 292,Mariner Energy,Completed,Fixed,1 Jul 1964,59,
Eugene Island 294,"USA, Gulf of Mexico",USA,Eugene Island - 294,Eugene Island 294,"BT Operating, B T Operating, Tennessee Gas Pipeline",Completed,Fixed&SS,1 Jul 1980,63,
Eugene Island 295,"USA, Gulf of Mexico",USA,Eugene Island - 295,Eugene Island 295,"ANR Pipeline, ExxonMobil, Legacy Resources, Norcen, Sea Robin Pipeline Company",Completed,Fixed,1 Jul 1972,65,
Eugene Island 296,"USA, Gulf of Mexico",USA,"Eugene Island - 295, Eugene Island - 296, Eugene Island - 305",Eugene Island 296,"ANR Pipeline, Apache",Completed,Fixed,1 Jul 1972,65,
Eugene Island 297,"USA, Gulf of Mexico",USA,"Eugene Island - 281, Eugene Island - 297, Eugene Island - 298",Eugene Island 297,"Chevron, Spirit Energy 76, Unocal",Completed,Fixed&SS,1 Jul 1985,64,
Eugene Island 298,"USA, Gulf of Mexico",USA,Eugene Island - 298,Eugene Island 298,"Century Offshore Management, Sonat Exploration",Completed,Fixed,1 Jul 1989,65,
Eugene Island 299,"USA, Gulf of Mexico",USA,Eugene Island - 299,Eugene Island 299,"Texas Gas, Unocal",Completed,Fixed,1 Jul 1981,61,
Eugene Island 30,"USA, Gulf of Mexico",USA,Eugene Island - 30,Eugene Island 30,"ATP Oil & Gas, Pel-Tex Oil, Shell",Completed,Fixed,1 Jul 1990,5,
Eugene Island 300,"USA, Gulf of Mexico",USA,"Eugene Island - 300, Eugene Island - 330",Eugene Island 300,"BP, Tennessee Gas Pipeline, William G. Helis",Completed,Fixed&SS,1 Jul 1981,60,
Eugene Island 300 - Helis,"USA, Gulf of Mexico",USA,Eugene Island - 300,Eugene Island 300,BP,Completed,Subsea,11 Mar 2002,60,
Eugene Island 301,"USA, Gulf of Mexico",USA,Eugene Island - 301,Eugene Island 301,"BP, Devon Energy, Sonat Exploration, UMC",Completed,Fixed&SS,1 Jul 1991,68,
Eugene Island 302,"USA, Gulf of Mexico",USA,Eugene Island - 302,Eugene Island 302,ERT,Completed,Fixed,1 Jul 2002,68,
Eugene Island 302 Phase II,"USA, Gulf of Mexico",USA,Eugene Island - 302,Eugene Island 302,ERT,Completed,Fixed,17 Aug 2011,68,start up Q3 2011
Eugene Island 303,"USA, Gulf of Mexico",USA,Eugene Island - 303,Eugene Island 303,Ridgelake Energy,Completed,Fixed,1 Jul 2005,69,
Eugene Island 304,"USA, Gulf of Mexico",USA,Eugene Island - 304,Eugene Island 304,ERT,Completed,Subsea,30 Apr 2004,73,
Eugene Island 305,"USA, Gulf of Mexico",USA,Eugene Island - 305,Eugene Island 305,"Devon Energy, Maritech Resources, Natural Gas Pipeline Company, Pennzoil",Completed,Fixed,1 Jul 1975,67,
Eugene Island 306,"USA, Gulf of Mexico",USA,"Eugene Island - 306, Eugene Island - 307, Eugene Island - 316",Eugene Island 306,Apache,Completed,Fixed,1 Jul 1972,69,
Eugene Island 306 Decommissioning,"USA, Gulf of Mexico",USA,"Eugene Island - 306, Eugene Island - 307, Eugene Island - 316",Eugene Island 306,Apache,Completed,Fixed,1 Dec 2011,69,
Eugene Island 307,"USA, Gulf of Mexico",USA,Eugene Island - 307,Eugene Island 307,"ANR Pipeline, ConocoPhillips, Mission Resources",Completed,Fixed,1 Jul 1976,68,
Eugene Island 308,"USA, Gulf of Mexico",USA,Eugene Island - 308,Eugene Island 308,Noble Energy,Completed,Fixed,1 Jul 1985,68,
Eugene Island 309,"USA, Gulf of Mexico",USA,Eugene Island - 309,Eugene Island 309,Mariner Energy,Completed,Fixed,1 Jul 1975,69,
Eugene Island 311,"USA, Gulf of Mexico",USA,Eugene Island - 311,Eugene Island 311,"CGN Producing, Dominion E&P, Mark Producing",Completed,Fixed,1 Jul 1985,65,
Eugene Island 312,"USA, Gulf of Mexico",USA,Eugene Island - 312,Eugene Island 312,"Devon Energy, Hunt Exploration",Completed,Fixed,1 Jan 2003,75,
Eugene Island 313,"USA, Gulf of Mexico",USA,Eugene Island - 313,Eugene Island 313,"Chevron, Energy Partners",Completed,Fixed,1 Jul 1975,72,
Eugene Island 314,"USA, Gulf of Mexico",USA,Eugene Island - 314,Eugene Island 314 (+ Eugene Island 330),ExxonMobil,Completed,Fixed,1 Jul 1975,73,
Eugene Island 314 - IMR,"USA, Gulf of Mexico",USA,Eugene Island - 314,Eugene Island 314,"Arena Offshore, LLC, ExxonMobil",Working,Fixed,1 Jan 2025,73,IMR Work Scopes
Eugene Island 314 ROW PL,"USA, Gulf of Mexico",USA,Eugene Island - 314,Eugene Island 314,"CGN Producing, ExxonMobil",Completed,Infrastructure,16 Nov 2009,73,Right of Way pipeline
Eugene Island 315,"USA, Gulf of Mexico",USA,Eugene Island - 315,Eugene Island 315,"BP, Devon Energy, Enserch, Newfield Exploration, Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1982,74,
Eugene Island 315 Phase II,"USA, Gulf of Mexico",USA,Eugene Island - 315,Eugene Island 315,Devon Energy,Completed,Fixed,1 Oct 2008,74,
Eugene Island 316,"USA, Gulf of Mexico",USA,Eugene Island - 316,Eugene Island 316,Devon Energy,Completed,Fixed,1 Jul 1984,73,
Eugene Island 316 Pipeline,"USA, Gulf of Mexico",USA,Eugene Island - 316,Eugene Island 316,Devon Energy,Completed,Infrastructure,21 Sep 2011,73,"12-in ppl, 1.98 miles in length to transport oil from an existing valve to a 20-in SSTI, all in EI 316"
Eugene Island 318,"USA, Gulf of Mexico",USA,Eugene Island - 318,Eugene Island 318,McMoRan,Completed,Fixed,10 Apr 2008,73,
Eugene Island 32,"USA, Gulf of Mexico",USA,"Eugene Island - 32, Eugene Island - 33, Eugene Island - 41",Eugene Island 32,"Chevron, Cockrell, ConocoPhillips, El Paso, Unocal",Completed,Fixed,1 Jul 1949,29,
Eugene Island 32 Phase II,"USA, Gulf of Mexico",USA,Eugene Island - 32,Eugene Island 32,Hilcorp Energy,Cancelled,Fixed,31 Oct 2012,29,Development plans cancelled by operator.
Eugene Island 320,"USA, Gulf of Mexico",USA,Eugene Island - 320,Eugene Island 320,"Forest Oil, Seneca Resources",Completed,Fixed&SS,1 Jun 2006,85,
Eugene Island 321,"USA, Gulf of Mexico",USA,Eugene Island - 321,Eugene Island 321,"Anadarko, Natural Gas Pipeline Company",Completed,Fixed,1 Jul 1980,75,
Eugene Island 322,"USA, Gulf of Mexico",USA,Eugene Island - 322,Eugene Island 322,"BP, Murphy, Sonat Exploration, Tennessee Gas Pipeline",Completed,Fixed&SS,1 Jul 1977,73,
Eugene Island 323,"USA, Gulf of Mexico",USA,Eugene Island - 323,Eugene Island 323,Murphy,Completed,Fixed,1 Jul 1997,77,
Eugene Island 324,"USA, Gulf of Mexico",USA,Eugene Island - 324,Eugene Island 324,"Delmar, Newfield Exploration, Ridgelake Energy",Completed,Fixed,1 Jul 1990,78,
Eugene Island 324 Decommissioning,"USA, Gulf of Mexico",USA,Eugene Island - 324,Eugene Island 324,"Delmar, Ridgelake Energy",Completed,Fixed,24 Jun 2010,78,
Eugene Island 325,"USA, Gulf of Mexico",USA,Eugene Island - 325,Eugene Island 325,Apache,Completed,Fixed,1 Jul 1989,79,
Eugene Island 327,"USA, Gulf of Mexico",USA,Eugene Island - 327,Eugene Island 327,"ANR Pipeline, El Paso, Oxy Petroleum, Inc.",Completed,Fixed,1 Jul 1976,80,
Eugene Island 33,"USA, Gulf of Mexico",USA,Eugene Island - 33,Eugene Island 33 (+ Eugene Island 32),"Cockrell, Shell",Completed,Fixed,1 Jul 1983,18,
Eugene Island 330,"USA, Gulf of Mexico",USA,"Eugene Island - 313, Eugene Island - 314, Eugene Island - 315, Eugene Island - 330, Eugene Island - 331, Eugene Island - 338, Eugene Island - 339",Eugene Island 330,"Chevron, Devon Energy, ExxonMobil, Sea Robin Pipeline Company, Shell, Transworld Exploration",Completed,Fixed&SS,1 Jul 1971,75,
Eugene Island 330 - 2011 Removals,"USA, Gulf of Mexico",USA,"Eugene Island - 313, Eugene Island - 314, Eugene Island - 315, Eugene Island - 330, Eugene Island - 331, Eugene Island - 338, Eugene Island - 339",Eugene Island 330,"Chevron, Devon Energy, Enserch, ExxonMobil, Shell, Transworld Exploration",Completed,Fixed,31 Dec 2011,75,
Eugene Island 331,"USA, Gulf of Mexico",USA,Eugene Island - 331,Eugene Island 331 (+ Eugene Island 330),Shell,Completed,Fixed,1 Jul 1991,75,
Eugene Island 333,"USA, Gulf of Mexico",USA,"Eugene Island - 312, Eugene Island - 313, Eugene Island - 333",Eugene Island 333,"Devon Energy, Sea Robin Pipeline Company",Completed,Fixed,1 Jul 1973,69,
Eugene Island 335,"USA, Gulf of Mexico",USA,Eugene Island - 335,Eugene Island 335,Murphy,Completed,Fixed,1 Jul 1998,83,
Eugene Island 336,"USA, Gulf of Mexico",USA,Eugene Island - 336,Eugene Island 336,"CGN Producing, Dominion E&P",Completed,Fixed,1 Jul 1987,81,
Eugene Island 337,"USA, Gulf of Mexico",USA,"Eugene Island - 336, Eugene Island - 337, Eugene Island - 354",Eugene Island 337,Devon Energy,Completed,Fixed,1 Jul 1982,82,
Eugene Island 341,"USA, Gulf of Mexico",USA,Eugene Island - 341,Eugene Island 341,"ANR Pipeline, Chevron, Natural Gas Pipeline Company",Completed,Fixed,1 Jul 1978,83,
Eugene Island 342,"USA, Gulf of Mexico",USA,"Eugene Island - 342, Eugene Island - 349",Eugene Island 342,"Delmar, Forest Oil, NCX, Soco",Completed,Fixed,1 Jul 1973,87,
Eugene Island 343,"USA, Gulf of Mexico",USA,Eugene Island - 343,Eugene Island 343,Mariner Energy,Completed,Fixed,30 Mar 2004,86,
Eugene Island 344,"USA, Gulf of Mexico",USA,Eugene Island - 344,Eugene Island 344,Hydro (A),Completed,Fixed,1 Jul 2004,87,
Eugene Island 345,"USA, Gulf of Mexico",USA,Eugene Island - 345,Eugene Island 345,"Marathon, Natural Gas Pipeline Company",Completed,Fixed,1 Jul 1981,92,
Eugene Island 346,"USA, Gulf of Mexico",USA,Eugene Island - 346,Eugene Island 346,McMoRan,Completed,Fixed,15 Mar 2008,99,"Field development plans Dec 10, 2007. Pending approval.

McMoran has filed plans, though Apache is listed as lease operator."
Eugene Island 349,"USA, Gulf of Mexico",USA,Eugene Island - 349,Eugene Island 349 (+ Eugene Island 342),"Marathon, NCX, Texas Eastern",Completed,Fixed&SS,1 Jul 1979,91,
