FieldsBase Fixed Platform Search - Data Download,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:02 for Dirk Rook,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Name,Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
2,"USA, Gulf of Mexico",USA,West Cameron - 167,West Cameron 167,West Cameron 167,Total,Removed,Steel jacket,1990,Production,Gas,Y,N,,N,N,15,Proposed explosive removal. Looking for buyers.
A,"USA, Gulf of Mexico",USA,West Cameron - 167,West Cameron 167,West Cameron 167,Total,Removed,Steel jacket,1989,Production/Drilling,Gas,Y,N,Y,N,Y,16,Jacket set 3/89. Deck set 8/89. PROPOSED EXPLOSIVE REMOVAL. LOOKING FOR BUYERS.
HIOS,"USA, Gulf of Mexico",USA,West Cameron - 167,West Cameron 167,West Cameron 167,El Paso,Installed,Steel jacket,1977,Service,Gas,N,N,,N,N,14,
2,"USA, Gulf of Mexico",USA,West Cameron - 168,West Cameron 168,West Cameron 168,Linder Oil (A),Scheduled for removal,Steel jacket,1999,Production,Gas,Y,N,,N,N,13,Platform destroyed by hurricane rita.
A,"USA, Gulf of Mexico",USA,West Cameron - 168,West Cameron 168,West Cameron 168,Chevron,Installed,Steel jacket,1989,Production,Gas,Y,?,,N,N,13,
I (4),"USA, Gulf of Mexico",USA,West Cameron - 168,West Cameron 149,West Cameron 168 - 2005,Linder Oil (A),Installed,Caisson,2005,Wellhead,Gas,,,,,,13,
#5,"USA, Gulf of Mexico",USA,West Cameron - 168,West Cameron 149,West Cameron 168 - 2008,"Linder Oil (A), Hunt Petroleum",Installed,Caisson,2008,Wellhead,Gas,,,,,,12,
20,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Removed,Steel jacket,1984,Production,Gas,,,,,,9,
3-AUX,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Removed,Steel jacket,1965,Production,Gas,,,,,,7,
5-AUX,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Removed,Steel jacket,1965,Production,Gas,,,,,,8,
6-AUX,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Removed,Steel jacket,1965,Production,Gas,,,,,,7,
7-AUX,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Removed,Steel jacket,1965,Production,Gas,,,,,,8,
D,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Installed,Steel jacket,1972,Accommodation,Gas,,,,,,7,
PRD,"USA, Gulf of Mexico",USA,West Cameron - 48,West Cameron 17,West Cameron 17,Chevron,Installed,Steel jacket,1966,Production,Gas,,,,,,8,
A,"USA, Gulf of Mexico",USA,West Cameron - 170,West Cameron 170,West Cameron 170,Shell,Installed,Steel jacket,1982,Drilling,Gas,N,N,Y,N,Y,12,
D,"USA, Gulf of Mexico",USA,West Cameron - 170,West Cameron 170,West Cameron 170,ERT,Removed,Steel jacket,2001,Production,Gas,Y,N,,N,N,14,931
A-Aux-2,"USA, Gulf of Mexico",USA,West Cameron - 171,West Cameron 171,West Cameron 171,ANR Pipeline,Installed,Steel jacket,1977,Production,,Y,N,N,N,N,13,Jacket and deck set 1977.
C,"USA, Gulf of Mexico",USA,West Cameron - 171,West Cameron 171,West Cameron 171,Conn Energy,Removed,Unknown Fixed,1975,,Gas,N,N,N,N,N,14,
5,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 173,West Cameron 173,Chevron,Removed,Steel jacket,1977,Production,Gas,Y,N,N,N,N,14,
6,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 173,West Cameron 173,Chevron,Removed,Steel jacket,1984,Production,Gas,Y,N,N,N,N,15,
F,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 173,West Cameron 173,Chevron,Installed,Steel jacket,1976,Production,Gas,Y,N,N,N,N,15,
H,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 173,West Cameron 173,Chevron,Removed,Steel jacket,1977,Production,Gas,Y,N,N,N,N,15,"Jacket and deck set 1977. (Formerly operated by Tenneco) (Removed 1994) PLATFORM REFURBISHED AND REINSTALLED AT WEST CAMERON 198 ""C""."
J,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 173,West Cameron 173,Chevron,Removed,Steel jacket,1984,Production/Drilling,Gas,Y,N,Y,N,Y,15,Jacket and deck set 10/84. (Formerly operated by Tenneco) THE JACKET AND DECK WILL BE REFURBISHED AND RE-USED AFTER REMOVAL.
#8,"USA, Gulf of Mexico",USA,West Cameron - 176,East Cameron 64,West Cameron 176,ExxonMobil,Removed,Steel jacket,1977,Production/Drilling,Gas,Y,N,Y,N,Y,16,Jacket and deck set 12/77.  (Removed 1991)
9 & 12,"USA, Gulf of Mexico",USA,West Cameron - 176,West Cameron 176,West Cameron 176,Stone Energy,Removed,Caisson,1984,Wellhead,,,,,,,15,
WC176 #13,"USA, Gulf of Mexico",USA,West Cameron - 176,West Cameron 176,West Cameron 176,Newfield Exploration,Removed,Caisson,2006,Production,,Y,N,,N,N,14,
WC176 #2,"USA, Gulf of Mexico",USA,West Cameron - 176,East Cameron 64,West Cameron 176,Stone Energy,Removed,Steel jacket,1964,Production/Drilling,Gas,,,,,,15,Platform destroyed by hurricane rita.Proposed non-explosive removal.
A,"USA, Gulf of Mexico",USA,West Cameron - 176,West Cameron 176,West Cameron 176 -Tomcat,Stone Energy,Installed,Caisson,2013,Wellhead,,,,,,N,15,project was deferred in 2010 but picked back up in 2013/2014. Braced caisson structure
WC 177 A,"USA, Gulf of Mexico",USA,West Cameron - 177,East Cameron 64,West Cameron 177,ERT,Removed,Steel jacket,1988,Production/Drilling,Gas,,,,,,16,
WC177 #3,"USA, Gulf of Mexico",USA,West Cameron - 177,East Cameron 64,West Cameron 177,ERT,Removed,Steel jacket,1975,Production/Drilling,Gas,,,,,,16,
A,"USA, Gulf of Mexico",USA,West Cameron - 178,West Cameron 178,West Cameron 178,Black Elk Energy,Installed,Steel jacket,1986,Production/Drilling,Gas,Y,N,Y,N,Y,15,
B,"USA, Gulf of Mexico",USA,West Cameron - 178,West Cameron 178,West Cameron 178,Black Elk Energy,Installed,Steel jacket,1987,Production/Drilling,Gas,Y,N,Y,N,Y,15,
C,"USA, Gulf of Mexico",USA,West Cameron - 178,West Cameron 178,West Cameron 178,Black Elk Energy,Installed,Steel jacket,1989,Production,Gas,Y,N,,N,N,15,
C,"USA, Gulf of Mexico",USA,West Cameron - 178,West Cameron 178,West Cameron 178,Maxus,Installed,Steel jacket,1988,Production,,Y,N,N,N,N,15,Jacket and deck set 10/88.
#1-Aux,"USA, Gulf of Mexico",USA,West Cameron - 18,West Cameron 18,West Cameron 18,Chevron,Removed,Steel jacket,1985,Production,Gas,Y,N,N,N,N,8,
J,"USA, Gulf of Mexico",USA,West Cameron - 18,West Cameron 18,West Cameron 18,Chevron,Installed,Caisson,2005,Production,Gas,Y,N,N,N,N,8,
1,"USA, Gulf of Mexico",USA,West Cameron - 179,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1967,Production,Gas,,,,,,15,
1-AUX1,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 180,West Cameron 180,Anadarko,Installed,Steel jacket,1972,Production,Gas,,,,,,14,
1-FV-QTR(FVA),"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 180,West Cameron 180,WESTPORT RESOURCES,Scheduled for removal,Steel jacket,1972,Accommodation,Gas,,,,,,14,
2,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1968,Production,Gas,,,,,,15,
2,"USA, Gulf of Mexico",USA,West Cameron - 143,West Cameron 180,West Cameron 180,BP,Removed,Steel jacket,1986,Production/Drilling,Gas,Y,N,,N,N,15,
3,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1960,Production,Gas,,,,,,15,
4,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 180,West Cameron 180,Dunhill,Installed,Steel jacket,1964,Production,Gas,,,,,,15,
4,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1961,Production,Gas,,,,,,12,
4,"USA, Gulf of Mexico",USA,West Cameron - 179,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1968,Production,Gas,,,,,,15,
6,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Tenneco,Removed,Steel jacket,1971,Production,Gas,,,,,,15,
A,"USA, Gulf of Mexico",USA,West Cameron - 174,West Cameron 180,West Cameron 180,Forest Oil,Removed,Steel jacket,1961,Production,Gas,,,,,,15,
A,"USA, Gulf of Mexico",USA,West Cameron - 144,West Cameron 180,West Cameron 180,Apache,Installed,Steel jacket,1971,Production,Oil & Gas,,,,,,14,
A,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,W & T Offshore,Scheduled for removal,Steel jacket,1960,Production/Drilling,Gas,,,,,,14,
A-AUX1,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Chevron,Removed,Steel jacket,1966,Accommodation,,,,,,,14,
B,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Chevron,Removed,Steel jacket,1961,Production/Drilling,Gas,,,,,,15,
B,"USA, Gulf of Mexico",USA,West Cameron - 174,West Cameron 180,West Cameron 180,Forest Oil,Removed,Steel jacket,1963,Production,Gas,,,,,,15,
B,"USA, Gulf of Mexico",USA,West Cameron - 144,West Cameron 180,West Cameron 180,Apache,Installed,Steel jacket,1971,Production/Drilling,Oil & Gas,,,,,,14,
B-QTR,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 180,West Cameron 180,Westport Oil & Gas,Removed,Steel jacket,1982,Accommodation,Gas,,,,,,14,Non-explosive removal proposed.
C,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 180,West Cameron 180,Anadarko,Installed,Steel jacket,1967,Production/Drilling,Gas,,,,,,15,
CA,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 180,West Cameron 180,WESTPORT RESOURCES,Scheduled for removal,Steel jacket,1972,Production/Drilling,Gas,,,,,,14,
CE,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 180,West Cameron 180,Chevron,Removed,Steel jacket,1979,Production,Gas,,,,,,13,
D,"USA, Gulf of Mexico",USA,West Cameron - 173,West Cameron 180,West Cameron 180,Equitable Resources,Removed,Steel jacket,1968,Production/Drilling,Gas,,,,,,15,
D,"USA, Gulf of Mexico",USA,West Cameron - 144,West Cameron 180,West Cameron 180,Chevron,Installed,Steel jacket,1989,Production,Gas,,,,,,14,
E,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,W & T Offshore,Scheduled for removal,Steel jacket,1961,Drilling,Gas,,,,,,15,
E-AUX1,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,W & T Offshore,Scheduled for removal,Steel jacket,1971,Production,Gas,,,,,,15,
G,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Chevron,Installed,Steel jacket,1977,Drilling,Gas,N,N,Y,N,Y,15,
H,"USA, Gulf of Mexico",USA,West Cameron - 180,West Cameron 180,West Cameron 180,Anadarko,Installed,Steel jacket,2003,Production,,Y,N,N,N,N,14,
2,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 181,West Cameron 181,Kerr-McGee,Removed,Caisson,1980,Production,Gas,,,,,,13,
A,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 181,West Cameron 181,Anadarko,Removed,Unknown Fixed,1972,,,,,,,,14,Sever with explosives.
B-Qtrs,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 181,West Cameron 181,Chevron,Removed,Steel jacket,1982,Accommodation,,N,Y,,N,N,14,Jacket and deck set 10/82.
CE,"USA, Gulf of Mexico",USA,West Cameron - 181,West Cameron 181,West Cameron 181,Chevron,Removed,Steel jacket,1980,Production,,Y,N,,N,N,16,Jacket set 6/79. Deck set 6/80.
A,"USA, Gulf of Mexico",USA,West Cameron - 182,West Cameron 182,West Cameron 182,Seneca Resources,Removed,Steel jacket,1997,Production,Gas,Y,N,,N,N,15,
A,"USA, Gulf of Mexico",USA,West Cameron - 187,West Cameron 187,West Cameron 187,Murphy,Removed,Steel jacket,1989,Production,Gas,Y,N,N,N,N,17,Jacket and deck set 11/89. (Formerly operated by ODECO O&G) SEVER WITH MECHANICAL CUTTING.
NO 2 TEST,"USA, Gulf of Mexico",USA,West Cameron - 292,West Cameron 187,West Cameron 187,Apache,Removed,Steel jacket,1994,Production/Drilling,Gas,Y,,Y,N,Y,12,
#1,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1983,Production,,Y,N,,N,N,17,Jacket and deck set 1983. (Removed 1991)
1,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,Ultramar,Removed,Steel jacket,1983,Production,Gas,Y,N,,N,N,17,
1,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1956,Production,Gas,,,,,,17,
1,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1956,Production,Gas,,,,,,17,
1,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1971,Production/Drilling,Gas,,,,,,17,
11,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1969,Production,Gas,,,,,,18,
2,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1957,Production,Gas,,,,,,17,
2,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1971,Production,Gas,,,,,,17,
4,"USA, Gulf of Mexico",USA,West Cameron - 194,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1971,Production/Drilling,Gas,,,,,,18,
5,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1967,Production,Gas,,,,,,17,
6,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1968,Production,Gas,,,,,,17,
7,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1960,Production,Gas,,,,,,17,
A,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1983,Production,Gas,Y,N,,N,N,17,
A,"USA, Gulf of Mexico",USA,East Cameron - 83,West Cameron 192,West Cameron 192,Houston Exploration,Installed,Steel jacket,1988,Production/Drilling,Gas,,,,,,18,
A,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,McMoRan,Scheduled for removal,Steel jacket,1957,Production/Drilling,Gas,,,,,,17,
B,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,Freeport-McMoran,Installed,Steel jacket,1984,Production,Gas,Y,N,N,N,N,17,
B,"USA, Gulf of Mexico",USA,West Cameron - 215,West Cameron 192,West Cameron 192,ERT,Installed,Steel jacket,1981,,Oil & Gas,N,,,N,N,18,"Bridge connected to the ""a"" platform."
B,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1958,Production,Gas,,,,,,17,
D,"USA, Gulf of Mexico",USA,West Cameron - 193,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1956,Production/Drilling,Gas,,,,,,17,
E,"USA, Gulf of Mexico",USA,West Cameron - 192,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1956,Production/Drilling,Gas,,,,,,17,
EC82 #2,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1957,Production,Gas,,,,,,17,
EC82 #4,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1957,Production,Gas,,,,,,17,
EC82 A,"USA, Gulf of Mexico",USA,East Cameron - 82,West Cameron 192,West Cameron 192,Shell,Removed,Steel jacket,1958,Production/Drilling,Gas,,,,,,17,
F,"USA, Gulf of Mexico",USA,West Cameron - 194,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1966,Production/Drilling,Gas,,,,,,20,
G,"USA, Gulf of Mexico",USA,West Cameron - 216,West Cameron 192,West Cameron 192,,Removed,Steel jacket,1966,Production/Drilling,Gas,,,,,,17,
H,"USA, Gulf of Mexico",USA,East Cameron - 83,West Cameron 192,West Cameron 192,ConocoPhillips,Removed,Steel jacket,1968,Drilling,Gas,,,,,,17,
A,"USA, Gulf of Mexico",USA,West Cameron - 194,West Cameron 194,West Cameron 194,ATP Oil & Gas,Removed,Steel jacket,1993,Production,Gas,Y,N,,N,N,18,
A,"USA, Gulf of Mexico",USA,West Cameron - 194,West Cameron 194,West Cameron 194,ATP Oil & Gas,Installed,Caisson,1993,Production,,Y,N,,N,N,18,Jacket and deck set 11/93.
A,"USA, Gulf of Mexico",USA,West Cameron - 195,West Cameron 195,West Cameron 195,Chevron,Installed,Steel jacket,1994,Production,,Y,N,N,N,N,18,Jacket and deck set 8/94.
CAISSON #1,"USA, Gulf of Mexico",USA,West Cameron - 195,West Cameron 195,West Cameron 195,IP Petroleum,Removed,Unknown Fixed,2001,,,,,,,,18,Non-explosive removal
A,"USA, Gulf of Mexico",USA,West Cameron - 196,West Cameron 196,West Cameron 196,Union Oil,Scheduled for removal,Steel jacket,1990,Production/Drilling,Gas,Y,N,Y,N,Y,18,
A-AUX,"USA, Gulf of Mexico",USA,West Cameron - 196,West Cameron 196,West Cameron 196,Union Oil,Scheduled for removal,Steel jacket,1994,Compression,Gas,,,,,,17,
Auxiliary,"USA, Gulf of Mexico",USA,West Cameron - 196,West Cameron 196,West Cameron 196,Chevron,Removed,Steel jacket,1994,Compression,,,N,,N,,17,Jacket and deck set 6/94.
B,"USA, Gulf of Mexico",USA,West Cameron - 196,West Cameron 196,West Cameron 196,Chevron,Installed,Steel jacket,1997,Production,,Y,N,N,N,N,18,
4,"USA, Gulf of Mexico",USA,West Cameron - 197,West Cameron 197,West Cameron 197,Chevron,Removed,Steel jacket,1991,Production,,Y,N,,N,N,18,Jacket set 10/91. Deck set 11/91.
A(1),"USA, Gulf of Mexico",USA,West Cameron - 197,West Cameron 197,West Cameron 197,Chevron,Installed,Steel jacket,1977,Drilling,Gas,N,N,Y,N,Y,17,
D,"USA, Gulf of Mexico",USA,West Cameron - 197,West Cameron 197,West Cameron 197,Chevron,Removed,Steel jacket,1984,Production,Gas,Y,N,N,N,N,17,
4,"USA, Gulf of Mexico",USA,West Cameron - 197,West Cameron 198,West Cameron 198,Unocal,Scheduled for removal,Steel jacket,1991,Production,Gas,,,,,,20,
A,"USA, Gulf of Mexico",USA,West Cameron - 198,West Cameron 198,West Cameron 198,Chevron,Installed,Steel jacket,1978,Production/Drilling,Gas,Y,N,Y,N,Y,15,
B,"USA, Gulf of Mexico",USA,West Cameron - 198,West Cameron 198,West Cameron 198,Gulf Energy,Removed,Steel jacket,1978,Production/Drilling,Gas,Y,N,Y,N,Y,17,
C,"USA, Gulf of Mexico",USA,West Cameron - 198,West Cameron 198,West Cameron 198,Chevron,Installed,Steel jacket,1994,Production,Oil & Gas,Y,N,,N,N,15,
JA,"USA, Gulf of Mexico",USA,West Cameron - 199,West Cameron 198,West Cameron 198,Apache,Installed,Steel jacket,1996,Production,Gas,,,,,,17,
A,"USA, Gulf of Mexico",USA,West Cameron - 199,West Cameron 199,West Cameron 199,BP,Removed,Steel jacket,1981,Production/Drilling,Gas,Y,N,Y,N,Y,15,
A-Aux,"USA, Gulf of Mexico",USA,West Cameron - 199,West Cameron 199,West Cameron 199,BP,Removed,Steel jacket,1982,Production,Gas,Y,N,N,N,N,15,
A,"USA, Gulf of Mexico",USA,West Cameron - 2,West Cameron 2,West Cameron 2,Unocal,Installed,Steel jacket,1956,Drilling,Gas,,,,,,3,
A-Aux,"USA, Gulf of Mexico",USA,West Cameron - 2,West Cameron 2,West Cameron 2,Chevron,Installed,Steel jacket,1981,Production/Drilling,Gas,Y,N,Y,N,Y,3,
16,"USA, Gulf of Mexico",USA,West Cameron - 20,West Cameron 20,West Cameron 20,Chevron,Removed,Steel jacket,1978,Production,Gas,Y,N,N,N,N,8,
A,"USA, Gulf of Mexico",USA,West Cameron - 202,West Cameron 202,West Cameron 202,Chevron,Removed,Steel jacket,1985,Production/Drilling,Gas,Y,N,Y,N,Y,19,Jacket set 4/85. Deck set 7/85. REMOVED WITH EXPLOSIVES.
1,"USA, Gulf of Mexico",USA,West Cameron - 202,West Cameron 202,West Cameron 202 Phase II,Chevron,Removed,Caisson,2007,,,,,,,,18,
B,"USA, Gulf of Mexico",USA,West Cameron - 202,West Cameron 202,West Cameron 202 Phase II,Tana Oil & Gas,Scheduled for removal,Steel jacket,2009,Production,Gas,,,,,,18,"2,223"
A,"USA, Gulf of Mexico",USA,West Cameron - 204,West Cameron 204,West Cameron 204,ERT,Removed,Steel jacket,1998,Production,Gas,Y,N,,N,N,17,"Salv from BA 455 ""A"". EXPLOSIVE REMOVAL."
C,"USA, Gulf of Mexico",USA,West Cameron - 204,West Cameron 204,West Cameron 204,Chevron,Removed,Steel jacket,1980,Production/Drilling,Gas,Y,N,Y,N,Y,17,
3,"USA, Gulf of Mexico",USA,West Cameron - 212,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1985,Production,Gas,Y,N,,N,N,17,
A,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1981,Drilling,,N,N,Y,N,Y,18,"Jacket set 5/79. Deck set 12/81. (Formerly operated by Arco, then by W&T Offshore)"
A,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1980,Drilling,Gas,N,,Y,N,Y,18,"Bridge connected to the ""aa-q"" platform."
AA-Q,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1982,Accommodation,Gas,N,Y,,N,N,18,
AAQ,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1981,Accommodation,,N,Y,,N,N,18,"Jacket set 6/81. Deck set 8/81. (Formerly operated by Arco, then by W&T Offshore)"
AP,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1981,Production,Gas,Y,N,,N,N,18,"Jacket set 6/81. Deck set 8/81. (Formerly operated by Arco, then by Forcenergy Gas Expl) BRIDGE CONNECTED TO THE ""AA-Q"" PLATFORM."
B,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1982,Production/Drilling,Gas,Y,N,Y,N,Y,19,
B,"USA, Gulf of Mexico",USA,West Cameron - 205,West Cameron 205,West Cameron 205,Forest Oil,Removed,Steel jacket,1980,Production/Drilling,,Y,N,Y,N,Y,18,"Jacket and deck set 10/80. (Formerly operated by Arco, then by W&T Offshore)"
A,"USA, Gulf of Mexico",USA,West Cameron - 206,West Cameron 206,West Cameron 206,Maritech Resources,Removed,Unknown Fixed,1998,,,,,,,,16,Proposed explosive removal. Abrasive removal for alternate plan
3,"USA, Gulf of Mexico",USA,West Cameron - 21,West Cameron 21,West Cameron 21,Chevron,Removed,Steel jacket,1976,Production,Gas,Y,N,N,N,N,6,
G,"USA, Gulf of Mexico",USA,West Cameron - 21,West Cameron 21,West Cameron 21,Helis Oil & Gas,Installed,Unknown Fixed,2005,,,N,N,N,N,N,8,
CAISSON 1,"USA, Gulf of Mexico",USA,West Cameron - 210,West Cameron 210,West Cameron 210,Energy Partners,Removed,Unknown Fixed,2003,,,,,,,,18,Proposed non-explosive removal
