FieldsBase Awarded Contract Search - Data Download,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:52 for Dirk Rook,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Contract type,Work scope,Value (mil usd),Contractor,Contractor bids,Award date,Start date,End date,Duration (month),Remark
Northwest Europe,Norway,31/2,Troll West (Oil),Troll Trees Replacement,Statoil,EPC,3 ss trees,,Aker Solutions,,21 Oct 2009,21 Oct 2009,31 Jan 2011,15.3,Final deliveries will be made in the first quarter of 2011
Northwest Europe,Norway,31/2,Troll West (Oil),Troll West Phase I,Statoil,EPC,"5yr frame, subsea operations and services",,Aker Solutions,,27 Feb 2013,1 Apr 2013,2 Apr 2018,59.9,"Aker Solutions has been awarded a five-year frame agreement with Statoil for the delivery of subsea operations and services on the Norwegian continental shelf. 
The contract covers the installation of subsea equipment, maintenance, upgrade and recertification of tools and installed equipment. It also includes workover activities and life extension of subsea wells. The size of the agreement is dependent on call-offs and the number of projects that Statoil decides to execute. The five-year agreement has been signed with three additional three year options. Aker has booked NOK 5.5 billion (USD 960 million) of order intake as a preliminary estimate of the work to be generated in the initial five-year period."
Northwest Europe,Norway,31/2,Troll West (Oil),Troll West Phase I,Statoil,EPC,Framework agreement,,FMC,,27 Feb 2013,1 Apr 2013,2 Apr 2018,59.9,Five-year framework agreement for subsea ops on the NCS.
Northwest Europe,Norway,31/2,Troll West (Oil),Troll West Phase II,Statoil,EPIC,Troll C Modifications EPIC Contract,450,Aker Kvaerner,,13 Feb 2008,,,,02/08: Aker Kvaerner has secured a NOK 450 million EPIC contract from StatoilHydro for modifications to the Troll C platform as part of the low pressure production (LPP) project that will help increase oil recovery on Troll West.  The deal includes all engineering for the modifications and fabrication of a 400-tonne compressor module that will be installed during August 2009. Design work and procurement is underway and all the offshore work is scheduled for 2009. The target for project completion is January 2010. The Troll C platform is one of a number of assets included in a long term maintenance and modification contract between Aker Kvaerner and StatoilHydro
Northwest Europe,Norway,3/7a,Trym,Trym,DONG,EPC,Trees,62,Aker Solutions,,23 Mar 2009,26 Mar 2009,15 Jun 2010,14.6,
Northwest Europe,Norway,3/7a,Trym,Trym,DONG,Installation,flowline installation,,Acergy,,26 Mar 2009,7 May 2010,30 May 2010,0.8,
Northwest Europe,Norway,6407/1a,Tyrihans,Tyrihans,Statoil,Installation,Install module on Kristin,,Saipem,Saipem,1 Apr 2008,1 May 2008,15 May 2008,0.5,
Northwest Europe,Norway,,Tyrihans,Tyrihans extension,Statoil,EPC,EPC,39,FMC,,15 Nov 2012,15 Nov 2012,18 Nov 2013,12.1,The order covers the supply of two subsea trees and three choke modules. The equipment is scheduled for delivery in 2013 and will be engineered and manufactured at FMC Technologies' facilities in Norway and Scotland.
Northwest Europe,Norway,,Tyrihans,Tyrihans extension,Statoil,EPC,EPC,47,FMC,,8 Apr 2013,8 Apr 2013,8 Sep 2014,17.0,FMC will supply additional subsea trees and choke modules.
Northwest Europe,Norway,,Johan Sverdrup (Avaldsnes/Aldous Major South),Utsira High electrical power supply,Statoil,FEED,FEED,,Aibel,,,25 Jul 2011,25 Feb 2013,19.0,
Northwest Europe,Norway,,Johan Sverdrup (Avaldsnes/Aldous Major South),Utsira High electrical power supply,Statoil,Engineering,FEED Concept study,10,ABB,,30 Jun 2014,30 Jun 2014,31 Dec 2014,6.0,"The study covers the entire power system from the network to the distribution facility offshore. The purpose of this study is to develop the concept for the electrification of the Johan Sverdrup field to assist Statoil in choosing the most appropriate technology, cost and schedule for the project"
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,FEED,"Topsides, jacket & LQ FEED",11,Aibel,,29 Sep 2009,,15 Mar 2010,,"The scope includes, in addition to the topside, living quarters and jacket interface."
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,EPC,EPC Jacket,,Heerema Fabrication,"Aker Solutions, Heerema Fabrication",25 Oct 2010,20 Jan 2011,1 May 2012,15.3,10/10: Heerema Vlissingen awarded LOI for platform
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,EPC,Engineering and flare tower fabrication,36,Grenland,,16 May 2011,19 May 2011,28 Feb 2014,33.3,
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Construction/Fabrication,Platform topsides,,Technip,,19 May 2011,19 May 2011,28 Feb 2014,33.3,
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,EPC,Platform topsides,414,Samsung,"Aibel, Aker Solutions, Samsung",17 May 2011,31 May 2011,,,"5/12: Samsung Teamtrade awarded a sub-contract under a frame agreement to provide instruments, valves and fittings as well as design and completion of instrument cabinets.  This is due to run from 2012 until the project is completed in 2014. A contract for the construction and completion of a hydraulic power unit(HPU) and wellhead control system has also been secured. Work will begin immediately for completion at the end of the year."
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Engineering,Pipeline design,,IKM Ocean Design AS,,6 Jun 2011,6 Jun 2011,,,8/11: IKM Ocean Design awarded contract
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Engineering,Detailed design & engineering,,Technip,,25 Nov 2011,25 Nov 2011,29 Oct 2012,11.1,"11/11: Contract covers detailed design, procurement engineering and follow-on engineering support for the Valemon fixed platform topsides. Technip’s operating center in Kuala Lumpur, Malaysia will execute the contract, which is scheduled to be completed in the second semester of 2012."
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Construction/Fabrication,Living Quarters,,Mercon Steel,,30 Nov 2011,30 Nov 2011,31 Dec 2012,13.0,
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Installation,Platform transport and installation,,Heerema,Heerema,22 Oct 2010,15 May 2012,28 Jul 2014,26.4,
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,EPC,Umbilical,,,,21 May 2012,21 May 2012,,,11 km power cable
Northwest Europe,Norway,34/11,"Valemon (+ Aasgard, Gudrun)",Valemon,Statoil,Installation,Tie ins and diving,61,Technip,,29 Feb 2012,21 May 2012,,,"02/12: Part of a frame agreement between Statoil and Technip. Double contract involves installation and tie-in of spools, power cable and Morgrip midline tie-in on Gudrun and Valemon. This will be carried out in 2013 and 2014. Also, on Asgard,  deepwater testing of pipeline repair system (PRS), remote hot-tap equipment, inst of protection structures and a remote retrofit tee hot-tap operation. This will be carried out in 2012."
Northwest Europe,Norway,34/11,Valemon (+ Kvitebjorn),Valemon,Statoil,Installation,pipelines,,Allseas,,26 Sep 2011,15 Jul 2012,,,Winner unknown
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,EPIC,"Hook-up, commissioning",29,Agility Group,,19 Apr 2013,19 Apr 2013,29 Dec 2014,20.3,"The deal adds to existing work related to ongoing construction of the platform topsides, including engineering and fabrication of the flare tower."
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Installation,Survey/Support/IRM,18,Deepocean,,28 Dec 2012,2 Mar 2014,1 Sep 2014,6.0,"VARIOUS FIELDS. includes services covering light construction services, seabed mapping, ROV based construction support,and pipeline inspection services. call-off for 6 month operations in 2014. The call-off further includes options to extend the firm period with up to 6 additional months."
Northwest Europe,Norway,34/11,Valemon,Valemon,Statoil,Installation,Topsides installation,,Saipem,,23 May 2011,28 Jul 2014,,,
Northwest Europe,Norway,,Valhall,Valhall decommissioning,BP,Project Management,"Valhall Decommissioning, PCP, DP, QP",,Amec,,19 Dec 2012,19 Dec 2012,19 Mar 2018,62.8,Awarded a decommissioning management services contract for three platforms. The contract has been awarded to AMEC subsidiary qedi and will commence in December 2012 with the decommissioning of the Valhall Production and Compression Platform. This will be followed by the decommissioning of the drilling platform and living quarters platform and is expected to run through to 2018.l
Northwest Europe,Norway,2/11,Valhall,Valhall Flank Gas lift,BP,EPIC,Two flowlines and one cassion,40,Subsea 7,,1 Jul 2009,1 Jul 2009,5 Oct 2010,15.1,"07/09: Engineering, procurement, installation and commissioning on the Valhall Flank gas lift pipelines and wellhead platform riser caisson project."
Northwest Europe,Norway,2/8a,Valhall,Valhall Redevelopment,BP,EPC,Jacket & Piles,,Aker Verdal,,22 Feb 2007,22 Feb 2007,,,
Northwest Europe,Norway,,Valhall,Valhall Redevelopment,BP,EPIC,,40,Subsea 7,,1 Jul 2009,1 Jul 2009,1 Jul 2010,12.0,07/09: Subsea 7 has been awarded an EPIC contract for BP's Valhall field in Norway.
Northwest Europe,Norway,"1/3, 2/8a",Valhall (+ Oselvar),Valhall Redevelopment,BP,Installation,Hook-up & Commissioning,135,Aker Solutions,,3 Dec 2009,4 Dec 2009,30 Apr 2012,28.8,"The hook-up contract is a call-off from an existing modifications and maintenance support contract with BP. Original contract value was USD 80.7 million.

03/11: BP has extended its maintenance and modification contract with Aker Solutions by one year, until April 2012. Contract value is USD 36.2 - 54.3 million (NOK 200-300 million). This includes the hook up and completion of the new PH platform at Valhall and the tie-ins of Oselvar to the Ula field. Total contract value is now USD 116.9 - 135 million"
Northwest Europe,Norway,15/12a,Varg,Varg gas blow down,Talisman,EPIC,EPIC,60,Subsea 7,,5 Sep 2012,5 Sep 2012,16 Sep 2013,12.3,Offshore ops to start next summer.
Northwest Europe,Norway,35/8,Vega (+ Troll West (Oil)),Vega,Statoil,Installation,Installation of flowlines and umbilicals,350,Subsea 7,,15 May 2007,1 Apr 2009,1 Nov 2009,7.0,"Installation of flowlines and umbilicals. Work to be done in 2009 with Seven Seas"", ""Skandi Navica"" and ""Toisa Perseus""."
Northwest Europe,Norway,34/7,Vigdis Northeast,Vigdis NE,Statoil,EPC,Subsea workover system,86,Aker Solutions,,7 Feb 2011,,,,"4/11: 3 extensions granted to supply 3 additional workover systems for use on Troll, Gullfaks and on one of the fast-track projects. Total value of extensions - NOK 1.25 billion (USD 228 million). 

Complete suite of components for open water workover operations. Used for installing equipment and preparing the well for production. Also during the maintenance of subsea wells to improve oil recovery.  Final deliveries in June 2012."
Northwest Europe,Norway,34/7,Vigdis Northeast (+ Vigdis),Vigdis NE,Statoil,EPC,SS production equipment,75,FMC,FMC,27 Dec 2010,27 Dec 2010,30 Sep 2011,9.1,"manufacture of four subsea trees, one manifold, subsea and topside control systems and an umbilical

understood to be an option on the original fast-track project for Pan/Pandora"
Northwest Europe,Norway,34/7,Vigdis Northeast (+ Vigdis),Vigdis NE,Statoil,Installation,SS equipment and pipes,,Technip,,1 Mar 2011,1 Apr 2012,,,
Northwest Europe,Norway,25/4,Vilje,Vilje South,Statoil,EPC,Subsea production system plus umbilcal,39,Aker Solutions,,24 Nov 2011,24 Nov 2011,13 May 2013,17.6,One-off satelliite protection structure  with flow base. Includes manufacture of a 150 metre umbilical.
Northwest Europe,Norway,25/4,Vilje,Vilje South,Statoil,Installation,Flowlines & umbilical installation,,Technip,,13 Jan 2012,17 Jun 2013,,,"2 x 50m 6-in and 8-in rigid spools, covers, umbilical, satellite protection structure"
Northwest Europe,Norway,34/8,Visund,Visund Nord,Statoil,Installation,"Installation of flowlines, tie-ins, umbilical",,Technip,,13 Jan 2012,13 Jan 2012,2 Dec 2013,22.6,
Northwest Europe,Norway,34/8,Visund,Visund Nord,Statoil,EPC,Flowlines,,,,9 Jan 2012,23 Jan 2012,,,"8km, 10-in ID flowline, rigid clad 8-in flexible riser, riser base, 1.5km umbilical daisy-chained with existing Visund Nord manifold. Also tie-ins."
Northwest Europe,Norway,34/8,Visund,Visund Nord,Statoil,Support,,,Deepocean,,,18 Jun 2013,15 Jul 2013,0.9,option which will allow Statoil to keep the vessel until august 1. After this the vessel is idle.
Northwest Europe,Norway,34/8,Visund,Visund Phase III,Statoil,EPC,"Subsea trees, control systems",,Aker Solutions,,23 Oct 2009,23 Oct 2009,,,
Northwest Europe,Norway,34/8,Visund,Visund Phase IV,Statoil,EPC,,52,Aker Solutions,,,2 Oct 2012,6 Oct 2014,24.1,
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora),Visund South (ex Pan/Pandora),Statoil,Construction/Fabrication,Pipeline fabrication,,Sumitomo,,15 Apr 2010,,,,awarded under a framework agreement with Statoil
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora),Visund South (ex Pan/Pandora),Statoil,Construction/Fabrication,Subsea equipment,70,FMC,,20 Apr 2010,20 Apr 2010,,,"4 subsea production trees, wellheads, choke modules and subsea control modules. Deliveries to commence Q2 2011.
Grenland Group will fabricate template and manifold under subcontract from FMC.

Awards for Katla, Vigdis North-East and Hagrid are likely to be options on this contract."
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora),Visund South (ex Pan/Pandora),Statoil,Construction/Fabrication,Template and Manifold,,Grenland,,23 Jun 2010,23 Jun 2010,,,Grenland Group will fabricate template and manifold under subcontract from FMC
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora) (+ Gullfaks),Visund South (ex Pan/Pandora),Statoil,EPIC,Gullfaks C modifications,25,Aibel,,8 Dec 2010,15 Jun 2011,1 Jul 2012,12.5,modifications on the Gullfaks C platform to accommodate production from the Pan/Pandora satellite development
Northwest Europe,Norway,34/8,Visund South (ex Pan/Pandora) (+ Gullfaks),Visund South (ex Pan/Pandora),Statoil,Installation,Installation,,Subsea 7,"Acergy, Technip",,14 Jul 2012,,,
Northwest Europe,Norway,24/9a,Volund (+ Alvheim),Volund,Marathon,EPIC,Flowlines and umbilicals,140,Acergy,,5 Feb 2007,5 Feb 2007,31 Mar 2009,25.7,"EPIC of 30 km of flowlines, umbilical annd production manifold in addtional to commissioning of subsea control system."
Northwest Europe,Norway,24/9a,Volund,Volund Northwest Infill,Marathon,EPIC,Subsea EPIC,,Technip,,17 Jul 2012,17 Jul 2012,26 Aug 2013,13.3,"7/12: Contract covers fabrication, installation and diving tie-ins of pipeline spools(1), including protection covers and installation of a manifold. Manifold fabricated by Bergen Group."
Northwest Europe,Norway,15/9,"Volve (+ Snorre, Visund)",Volve,Statoil,Installation,riser replacement,100,EMAS AMC,,13 Jan 2012,16 Jul 2012,,,"Disconnect the Volve STL loading buoy from its mooring system. Disconnection of a riser, tow it to shore, change out wire segments, tow to field and connect the STL into the upgraded mooring system and finally connection of the riser to the buoy."
Northwest Europe,Norway,9/2,Yme,Yme Redevelopment,Talisman,Installation,,,Bergen Group BMV,,22 Feb 2010,1 May 2010,31 Jul 2010,3.0,"installation of jack-up legs and other equipment on the platform, assistance in hook-up and completion"
Northwest Europe,Norway,9/2,Yme,Yme Redevelopment,Talisman,Lease,MOPU Lease,,SBM,,,15 Dec 2010,1 Jun 2014,41.4,Five years plus 10 years options lease.
Northwest Europe,Norway,9/2,Yme,Yme Redevelopment,Talisman,Support,Unknown workscope,,Ocean Installer,,,22 Oct 2014,29 Oct 2014,0.2,
Northwest Europe,Norway,9/2,Yme,Yme redevelopment platform removal,Talisman,Removal EPIC,Removal,,Veolia,"AF Decom Offshore, Veolia",2 Sep 2014,6 Apr 2015,26 Oct 2015,6.7,Platform to be removed and towed in a single lift from its current North Sea location and subsequently dismantled by Veolia at its decommissioning site at Lutelandet in South West Norway.
Northwest Europe,Norway,9/2,Yme,Yme redevelopment platform removal,Talisman,Removal EPIC,Topsides removal,,Allseas,,27 Jan 2014,4 May 2015,4 Jun 2015,1.0,01/14: Talisman confirms plans to use Pieter Schelte to Remove platform topsides.
Northwest Europe,Norway (+ Germany),B/11,,H-7 removal,Gassco,Removal EPIC,Subsea removal,12,Deepocean,,9 Sep 2011,9 Sep 2011,31 Dec 2014,39.6,9/11: DeepOcean awarded contrct from AF Group. Contract has option for decommissioning of the B11 platform.
Northwest Europe,Norway (+ Netherlands),30/7,Martin Linge (ex-Hild),Martin Linge Phase I (ex-Hild),Total,EPIC,SURF EPIC,800,Subsea 7,,15 Nov 2012,15 Nov 2012,28 Mar 2016,40.3,11/12: Subsea 7 awarded USD800 million SURF EPIC contract. Will deply various vessels under terms of contract including Seven Borealis. Offshore operations to commence spring 2014. Contract duration is 4 years. Contract also includes installation of the mooring sytem for the FSU.
