FieldsBase Field Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:44 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Project,Operator,Status,Production type,Production start date,Water depth (m),Remark
Ichthys,Australia/New Zealand,Australia,WA-285-P,"Ichthys, Ichthys Expansion",INPEX,Construction,Condensate & Gas,1 Dec 2016,250,"07/12: Total increased stake to 30%. Waiting AU regulatory approval

11/11: Inpex has put on hold an application for two licences required for the operation of this project. FID is still expected by end of 2011.

07/10: Field is estimated to produce about 8.4 million metric tonnes of LNG per year, around 100,000 bbls of condensate per day at its peak and approximately 1.6 million metric tonnes of LPG annually."
Ichthys North,Australia/New Zealand,Australia,WA-285-P,,INPEX,Discovery,,,271,
Jabiru,Australia/New Zealand,Australia,AC/L1,Jabiru,PTTEP,Abandoned,Oil,1 Aug 1986,120,"05/11: Production ceased at Jabiru on September 30, 2010

Tanker based floating production facility - unit has been upgraded .Periodically over the last 9 years.For sale 04/96"
Jacala,Australia/New Zealand,Australia,WA-351-P,,BHP Billiton,Discovery,,,"1,000",05/05: oil potential of jacala prospect upgraded due to recent success in exmouth sub-basin.
Jahal,Australia/New Zealand,Australia,"JPDA 03-01, JPDA 06-105",Jahal,Eni,Possible,,30 Jul 2015,430,"11/10: Not part of Kitan development phase 1.  Possible joint tieback with Kuda Tasi to Kitan's FPSO. Kitan start up in 2011 expected. Another option is tieback to Laminaria FPSO. 
03/05: studies continue, still poss. Tie-back to FPSO on laminaria/corallina with kuda tasi. Small discovery."
Janus,Australia/New Zealand,Australia,WA-254-P,,Apache,Sub-Commercial,,,65,Well believed to be uncommercial.Plugged and abandoned-jan98.
John Brookes,Australia/New Zealand,Australia,WA-29-L,"John Brookes, Halyard",Apache,Production,,15 Sep 2005,47,Brookes-1:37.4mmscf/d gas+200b/d cond.Upsection of80m gas col-16mms cf/d+260b/d.T.Bright disc 04/03t.Bright2-01/04.
Josephine,Australia/New Zealand,Australia,TL/1,,Apache,Discovery,Condensate & Gas,,30,
Judith,Australia/New Zealand,Australia,VIC/P47,,Bass Strait Oil,Discovery,,,80,"09/08. 135 meter of net gas pay in 1989 discovery well indicated based on petrophyiscal analysis. Appraisal required.
Feb/08 : appraisal drilling planned in 2010 after Bass secures funding via farm-in stakes in permit  Vic/P47. Mulls platforms and flowlines among devt options."
Julimar,Australia/New Zealand,Australia,WA-356-P,Julimar Development Project (JDP) Phase II,Apache,Planned,Oil & Gas,1 Sep 2017,190,07/13: Will be developed together with Brunello at later phase.
Julimar East,Australia/New Zealand,Australia,WA-356-P,,Apache,Discovery,Gas,,171,
Julimar Southeast,Australia/New Zealand,Australia,WA-356-P,,Apache,Discovery,Gas,,153,04/08. 1.9 miles(3.1) km from Julimar. Total of five gas discoveries. Potentially 2-4 tcf.
Jupiter,Australia/New Zealand,Australia,,,Phillips,Discovery,,,959,
Kaleidoscope,Australia/New Zealand,Australia,WA-274-P,,,Discovery,Gas,,267,
Katandra,Australia/New Zealand,Australia,AC/P24,,OMV,Discovery,,,110,Est. Recoverable reserves potential of 102 million barrels. 05/06: studies being conducted into potential future development.
Keast,Australia/New Zealand,Australia,"WA-5-L, WA-6-L",Keast,Woodside,Discovery,,31 Dec 2018,127,Encountered 37m hydrocarbon column offshore.  Further evaluation planned.
Kelp Deep,Australia/New Zealand,Australia,ZOCA 95-18,,Mobil,Discovery,Oil,,223,
Kentish Knock,Australia/New Zealand,Australia,WA-365-P,,,Discovery,Gas,,"1,219",
Kentish Knock South,Australia/New Zealand,Australia,WA-365-P,,,Discovery,Gas,,"1,168",02/13: Well drilled using Atwood Osprey
Kingfish,Australia/New Zealand,Australia,,Kingfish,ExxonMobil,Production,,1 Apr 1971,77,Two steel integrated platforms tied to kingfish west and all three produce oil to halibut facilities
Kingtree,Australia/New Zealand,Australia,AC/P24,,,Abandoned,,,108,Dry hole
Kipper Tuna Turrum,Australia/New Zealand,Australia,"VIC/L3, VIC/L4, VIC/RL2","Kipper Tuna Turrum, Kipper Phase 1, Turrum Phase 1",ExxonMobil,Construction,Oil & Gas,31 Dec 2004,82,
Kitan,Australia/New Zealand,Australia,JPDA 06-105,Kitan,Eni,Production,Oil,11 Oct 2011,350,
Kronos,Australia/New Zealand,Australia,WA-398-P,,ConocoPhillips,Discovery,,,488,
Kuda Tasi,Australia/New Zealand,Australia,"JPDA 03-01, JPDA 06-105",Kuda Tasi,Eni,Possible,,31 Oct 2015,430,"11/10 Not part of Kitan development phase 1.  Possible joint tieback with Jahal to Kitan's FPSO. Kitan start up in 2011 expected. Another option is tieback to Laminaria FPSO. 
11/08 Possible joint development with Kitan and Jahal
03/05: studies continue, still poss. Tie-back to FPSO on laminaria/corallina with jahal.Small discovery"
Kultarr,Australia/New Zealand,Australia,,,Apache,Discovery,,,45,"11/05: modest gas disc, if deemed commercial, would most likely be developed via harriet jv wonnich prod p/form, 9km away."
La Bella,Australia/New Zealand,Australia,"V11-2, VIC/P67",La Bella,"WHL Energy, BHP Billiton",Planned,Condensate & Gas,1 Feb 2017,95,"03/12: WHL Energy has been offered the ready to develop La Bella gas field - which it hopes to bring online by early 2016. V11-2 sits close to the Santos-operated Casino development, the Origin-operated Otway gas project, the BHP Billiton-operated Minerva development and the TRU Energy Iona gas plant."
La Bella North/Northwest,Australia/New Zealand,Australia,VIC/P67,,,Prospect,Condensate & Gas,,95,May be developed together with main La Bella field
Langdale,Australia/New Zealand,Australia,WA-155-P,,BHP Billiton,Discovery,,,190,
Larsen,Australia/New Zealand,Australia,WA-404-P,,Woodside,Discovery,Gas,,"1,247",
Larsen Deep,Australia/New Zealand,Australia,WA-404-P,,Woodside,Discovery,Gas,,"1,245",
Lasseter,Australia/New Zealand,Australia,WA-274-P,,Santos,Discovery,Condensate & Gas,,404,
Lauda,Australia/New Zealand,Australia,WA-290-P,,OMV,Discovery,Oil,,242,
Laverda,Australia/New Zealand,Australia,"WA-271-P, WA-36-R",Laverda,Woodside,Possible,Oil & Gas,30 Sep 2018,850,"09/13: FID expected in 2016

02/11: Could be large enough to support a stand-alone development, to be determined after more appraises in Q2 2011.
If not, it will be tied back to other facilities located in the region."
Laverda North,Australia/New Zealand,Australia,WA-36-R,,,Discovery,Oil,,850,
Leatherback,Australia/New Zealand,Australia,EP 342,,DIAMOND GAS RESOURCE,Discovery,,,14,Exploratory activites scheduled to start november 97.Detail vague.
Leatherjacket,Australia/New Zealand,Australia,VIC/P68,,,Discovery,Oil,,106,Previous operators working this area of the Northern Platform have identified a trend of structures associated with movement on the Lake Wellington Fault. Leatherjacket-1 intersected two oil columns (25m and 8m thick) within the upper Latrobe Group reservoirs.
Legendre,Australia/New Zealand,Australia,WA-20-L,"Legendre, Legendre Decommissioning",Apache,Abandoned,Oil,17 May 2001,60,"01/11: Apache going ahead with decommissioning of Legendre

Jaubert 1 well tested 6,300b/d oil-12/97.Well renamed legendre-3 in 1997 and considered an appraisal/delineation well on legendre."
Libra,Australia/New Zealand,Australia,AC/P41,,Shell,Discovery,,,170,
Lightfingers,Australia/New Zealand,Australia,WA-390-P,,Hess,Discovery,,,"1,115",
Linda,Australia/New Zealand,Australia,TL/1,Linda,Apache,Production,,1 Jul 2004,33,
Little Sandy,Australia/New Zealand,Australia,TL/6,,Apache,Discovery,Oil,,8,
Longtom,Australia/New Zealand,Australia,VIC/P54,Longtom,Nexus Energy,Production,Condensate & Gas,23 Oct 2009,53,12/05: nexus signed agreement with santos for patricia/baleen plant to process longtom gas. 09/06: inst between dec 2007 & march 2008.
Lowlander,Australia/New Zealand,Australia,VIC/P67,,,Prospect,Condensate & Gas,,95,
Loxton Shoals,Australia/New Zealand,Australia,,Loxton Shoals,Woodside,Possible,Gas,1 Jan 2023,250,
Luderick,Australia/New Zealand,Australia,,,Esso,Discovery,,,52,
Macedon,Australia/New Zealand,Australia,"Ashburton North BHP Billiton, WA-42-L, WA-43-L",Macedon Gas Project,BHP Billiton,Production,Gas,13 Aug 2013,200,"10/09 The development concept studied in the FEED phase is four subsea wells routed via an 85km subsea wet gas pipeline to an onshore gas plant for processing for export through an onshore pipeline to tie-in at the Dampier to Bunbury Natural Gas Pipeline (DBNGP).
Adjacent but separate fields within the west murion structure. 
12/04: may be developed as part of pyrenees project.
9/10 operator BHP Billiton and Apache have approved the project."
Mackerel,Australia/New Zealand,Australia,,Mackerel,ExxonMobil,Production,,1 Nov 1977,93,Single steel integrated platform development tied to halibut field oil exp to shore via halibut trunk line.Poss plt upgrade in '98/99?
Maenad,Australia/New Zealand,Australia,WA-267-P,,Chevron,Discovery,,,"1,220","Follows lo-1 geryon-1,orthus-1, urania-1+jansz-1 in same permit area. Jansz may be appraised (09/02)."
Maitland,Australia/New Zealand,Australia,WA-149-P,,Novus (A),Discovery,,,58,Gas+small amount of condensate.East spar gas line will pass within 14km of maitland accumulation.Mar96-'assess commercial potential'
Marina,Australia/New Zealand,Australia,WA-454-P,,,Discovery,Oil & Gas,,101,"09/13: Proximity to Blacktip gas development provides potential commercialisation option
06/12: The discovery has yet to be demonstrated to be commercial"
Marlin,Australia/New Zealand,Australia,"VIC/L3, VIC/L4",Marlin,ExxonMobil,Production,Oil & Gas,1 Jul 1968,58,Single integrated platform producing gas/condensate to shore gathering point for production from a number of fields
Martell,Australia/New Zealand,Australia,WA-404-P,,Woodside,Discovery,Gas,,"1,290",2/09: 100 kilometres north-west of the Pluto gas field -- which is providing gas for the Pluto LNG processing plant. Part of Pluto LNG expansion project.
Martha,Australia/New Zealand,Australia,VIC/P44,,Santos,Discovery,,,70,Gas disc. 12/05: still under evaluation for commerical potential. May be tieback to casino hub.
Martin,Australia/New Zealand,Australia,WA-404-P,,,Discovery,Gas,,"1,500",03/11: The well intersected about 100 metres of gross gas
Mashmaker,Australia/New Zealand,Australia,"WA-341-P, WA-377-P",,Nexus Energy,Prospect,Condensate & Gas,,184,07/13: INPEX planned drilling in WA-341-P (adjacent block to WA-377-P) late 2013 will underscore the resources in Mashmaker prospect
Mimia,Australia/New Zealand,Australia,WA-344-P,,INPEX,Discovery,Condensate & Gas,,254,"07/08 - 20km NE of Ichtys, potential tie-back."
Minarelli,Australia/New Zealand,Australia,WA-28-L,,Woodside,Discovery,,,427,
Minerva,Australia/New Zealand,Australia,VIC/P31,Minerva,BHP Billiton,Production,,18 Jan 2005,60,Lumpsum turnkey contract awarded to mcconnell dowell constructors/ saiprem jv for eng + construction of f/lines + gas plant.
Moby,Australia/New Zealand,Australia,VIC/P47,Moby,Bass Strait Oil,Possible,,30 Jun 2017,55,"12/04: development plans currently being formulated, most likely 2-well tie-back to particia/baleen."
Mohave,Australia/New Zealand,Australia,TL/6,Mohave,Apache,Production,,15 Aug 2005,8,
Montague,Australia/New Zealand,Australia,T/18P,,Origin,Prospect,Condensate & Gas,,80,
Montara Dev Proj (MDP),Australia/New Zealand,Australia,"22/24b, AC/L7, AC/L8","Montara Dev Proj (MDP), Skua",PTTEP,Production,Oil,15 Dec 1991,78,Straddles AC/L7 and AC/L8
Montgomery,Australia/New Zealand,Australia,WA-149-P,,Apache,Discovery,,,18,Terminated - engineering limitations resulting from high pressure
Moonfish,Australia/New Zealand,Australia,,Moonfish,ExxonMobil,Production,,1 Dec 1997,55,Dev via extended reach drilling from snapper plt.Delayed.Drilling 1997-1st prod 4q97 thru' snapper facilities.
Mutineer-Exeter,Australia/New Zealand,Australia,"WA-191-P, WA-26-L","Mutineer-Exeter, Fletcher-Finucane Oil Development",Santos,Production,Oil,29 Mar 2005,151,
Narvik,Australia/New Zealand,Australia,TP/8,,Apache,Discovery,Gas,,20,
Nasutus,Australia/New Zealand,Australia,TP/7,Nasutus,Apache,Possible,Oil & Gas,31 Jul 2016,14,"Nasutus-1 discovered and flowed at rate of 1,595 b/d.Discovery 19km east of airlie island."
Nebo,Australia/New Zealand,Australia,WA-225-P,,Kufpec,Discovery,Oil,,172,
Noblige,Australia/New Zealand,Australia,WA-404-P,,Woodside,Discovery,Gas,,"1,312",
Norfolk,Australia/New Zealand,Australia,,,Santos,Discovery,,,165,Good reservoir quality. May form part of larger accumulation incorp pitcairn discovery. 25km nort of lambert field.
North Alkimos,Australia/New Zealand,Australia,,North Alkimos,Apache,Production,,15 Jul 2005,23,04/05: est. 1 million barrels recoverable reserves to be produced via extended reach well from harriet alpha p/form.
North Herald/South Pepper,Australia/New Zealand,Australia,TL/2,"North Herald/South Pepper, North Herald/South Pepper Platform Decommissioning",,Abandoned,,15 Oct 1988,18,"10/11: Cut and abandonment of two shallow water tripod platforms, seafastening and delivery onshore Dampier. OVer 20 days in March."
North Rankin,Australia/New Zealand,Australia,WA-1-L,"North Rankin, Angel, North Rankin Redevelopment (NR2)",Woodside,Production,Gas,27 Jun 1984,125,Single integrated steel platform with trunkline to shore 11/06: evaluating pq epic submissions for expansion programme
Northern Scarborough,Australia/New Zealand,Australia,WA-346-P,,BHP Billiton,Discovery,Gas,,"1,000",
Northwest Shelf LNG,Australia/New Zealand,Australia,,North West Shelf LNG,Woodside,Production,,28 Jun 2004,130,"Nws venture fields to lng plan on b'peninsula from north rankin-a -lng plant.12/04: fid 1st half 2005, 4.2 million tonne train."
Nova,Australia/New Zealand,Australia,NT/P81,,,Prospect,Oil,,20,
NT/P68 LNG,Australia/New Zealand,Australia,NT/P68,NT/P68 LNG,Eni,Possible,Gas,31 Oct 2018,60,
Okapi,Australia/New Zealand,Australia,WA-209-P,,,Discovery,Oil,,55,
Olympus,Australia/New Zealand,Australia,WA-450-P,,,Discovery,Gas,,641,04/13: Finder Exploration found gas in Olympus-1 well. Appraising resource size and commerciality
Opel,Australia/New Zealand,Australia,WA-36-R,,,Prospect,,,850,
Oryx,Australia/New Zealand,Australia,WA-209-P,,Apache,Discovery,Oil,,52,
Otway Gas Project,Australia/New Zealand,Australia,"T/30P, T/L2, T/L3, VIC/L23","Otway Gas Project Phase 2 (Inlet Compression), Otway Gas Project Phase 1, Otway Gas Project Phase 3",Origin,Production,Gas,15 Sep 2007,90,
Palmerston,Australia/New Zealand,Australia,"WA-155-P, WA-320-P",,,Prospect,Gas,,183,"Palmerston gas prospect straddles WA-155-P and WA-320-P

09/13: Palmerston-1 well planned Q1 2014"
Palta,Australia/New Zealand,Australia,"WA-384-P, WA-460-P",,,Prospect,Gas,,"1,292",07/13: Palta prospect straddles WA-460-P and WA-384-P. Palta-1 drilled by Shell (WA-384-P)
Patricia Baleen,Australia/New Zealand,Australia,VIC/RL5,"Longtom, Patricia Baleen",Santos,Production,,15 Apr 2004,55,
Pedirka,Australia/New Zealand,Australia,TL/6,,Apache,Discovery,Oil,,8,
Perch,Australia/New Zealand,Australia,,Perch,ExxonMobil,Production,,1 Jul 1990,38,Simple monopod steel platform producing oil to dolphin facilities
Persephone,Australia/New Zealand,Australia,WA-1-L,Persephone,Woodside,Planned,Condensate & Gas,30 Jun 2016,125,"12/13: Entered FEED in Q3 and confirmed as a tie-back to North Rankin Complex. Target FID in H2 2014. 

10/13: Likely to be developed as a tie-back to North Rankin Complex. Currently under BOD, FEED expected by end 2013."
Perseus-Over-Goodwyn,Australia/New Zealand,Australia,WA-1-L,"Perseus 1B, Perseus-Over-Goodwyn",Woodside,Production,Condensate & Gas,30 Sep 2006,140,
Petalonia North,Australia/New Zealand,Australia,AC/P8,,Woodside,Discovery,,,400,"03/05: exploration well planned for q2/05. North petalonia prospect lies adjacent to laminaria/corallina, poss. Satellite develop."
Pharos,Australia/New Zealand,Australia,WA-398-P,,ConocoPhillips,Discovery,Gas,,500,
Phoenix South,Australia/New Zealand,Australia,WA-435-P,,Apache,Discovery,Oil & Gas,,139,"08/14: Drilling for gas when oil was found. Preliminary estimates of 300 million barrels of oil. At least four discrete oil columns have been confirmed between 4,160 metres (13,648 feet) and 4,500 metres (14,763 feet) below sea level."
Pilchard East,Australia/New Zealand,Australia,VIC/RL9,,Esso,Discovery,Gas,,91,
Pinhoe,Australia/New Zealand,Australia,WA-383-P,,Chevron,Discovery,Gas,,929,
Pluto LNG,Australia/New Zealand,Australia,WA-350-P,"Pluto LNG, Pluto LNG Plant, Pluto LNG Expansion",Woodside,Production,Gas,15 Mar 2012,830,
Pontus,Australia/New Zealand,Australia,WA-37-L,,,Discovery,Gas,,210,
Port Stanvac,Australia/New Zealand,Australia,,Port Stanvac,,Production,,1 Jun 1991,25,
Poseidon,Australia/New Zealand,Australia,WA-315-P,,ConocoPhillips,Discovery,,,457,
Prelude,Australia/New Zealand,Australia,WA-371-P,Prelude FLNG,Shell,Construction,Condensate & Gas,1 Jan 2017,237,
Prometheus 1,Australia/New Zealand,Australia,WA-278-P,,Kerr-McGee,Discovery,Gas,,91,
Proteus,Australia/New Zealand,Australia,WA-398-P,,ConocoPhillips,Discovery,Condensate & Gas,,500,
Pryderi,Australia/New Zealand,Australia,WA-424-P,Pryderi,IPM Browse,Prospect,Oil,1 Apr 2018,90,"10/14: Drilling scheduled Oct 24. CalEnergy has option to earn up to 60 per cent interest.
04/14: CalEnergy Resources is still in the process of negotiating a rig contract to drill an exploration well on the Pryderi prospect.
04/13: To be drilled in mid-July 2013"
Pueblo,Australia/New Zealand,Australia,WA-5-L,,Woodside,Discovery,,,112,
Puffin North East,Australia/New Zealand,Australia,AC/P22,Puffin North East,SIPC,Abandoned,Oil,6 Oct 2007,105,
Puffin SW,Australia/New Zealand,Australia,AC/P22,,SIPC,Sub-Commercial,Oil,,91,
Pyrenees,Australia/New Zealand,Australia,WA-43-L,Pyrenees Development,BHP Billiton,Production,Oil,1 Mar 2010,199,9/10: Estimated oil reserves of between 80-120 bbls
Pyrenees Expansion,Australia/New Zealand,Australia,WA-43-L,Pyrenees Expansion,,Construction,Oil,30 Jun 2014,195,
Ramble On,Australia/New Zealand,Australia,AC/P51,,,Prospect,Oil,,100,
Ramillies,Australia/New Zealand,Australia,WA-155-P,,BHP Billiton,Discovery,,,130,"Field at one time had been considered for tieback to griffin, which has since ceased production."
Rankin/Sculptor,Australia/New Zealand,Australia,"WA-24-L, WA-28-P",Rankin/Sculptor,Woodside,Possible,Condensate & Gas,31 Dec 2018,107,
Remy,Australia/New Zealand,Australia,WA-404-P,,,Discovery,Gas,,"1,289",
Rivoli,Australia/New Zealand,Australia,EP 325,Rivoli,Strike Oil,Possible,Gas,31 Jul 2016,70,11/11: Commercialisation options continue to be explored  but a firm timetable for commencement of production has yet to be put in place. No exploration activity was undertaken during the last year.
Roc,Australia/New Zealand,Australia,WA-437-P,,,Prospect,Gas,,137,07/13: Apache to drill Phoenix South (firm) and Roc (contingent) prospects between Nov 2013 and Jan 2014
Rockhopper/Gentoo,Australia/New Zealand,Australia,T/18P,,Origin,Discovery,Gas,,70,
Roller-Skate,Australia/New Zealand,Australia,,"Roller, Skate, Roller-Skate",Chevron,Production,,23 May 1994,10,
Rubicon,Australia/New Zealand,Australia,WA-278-P,,Kerr-McGee,Discovery,Oil,,200,
Sage,Australia/New Zealand,Australia,WA-254-P,,Apache,Discovery,Oil,,67,
Saladin,Australia/New Zealand,Australia,,Saladin,Chevron,Production,,18 Nov 1989,10,Three monopod platforms producing to thevenard island facilities chevron assumes operatorship od all wapet assets 1q2000.
