FieldsBase Requirement Search - Data Download,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:50 for Dirk Rook,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Contract status,Contract type,Work scope,Contractor bids,Commercial bids due,Award date,Start date,End date,Duration (month),Remark
West Africa,Nigeria,OML 95,"Meren (+ Malu, Parabe, Tapa)",Escravos Phase IIIB (EP3B) Stage 2,Chevron,Tendering,EPIC,Escravos Export System,,,10 Nov 2014,10 Nov 2014,28 Mar 2016,16.5,"Offshore EPCI
The scope of work shall include but not limited to engineering, procurement, 
construction, installation and commissioning activities required for the provision of the 
following:
8km of 30 inch pipeline  shore crossing  from the beach to a water depth of 7m
30km of 30 inch offshore pipeline from a water depth of 7m to 30m
Two new Pipeline End Manifold (PLEMs) located at a water depth of approximately 
30m 
Two new Single-Point Mooring (SPM)  installed at the PLEMs
A subsea pig receiver installed at the PLEM 
Only bidders who are registered with NJQS Product/Category 4.04.04 (Pipeline Systems) 
by 16:00 Hours, March 14, 2014 being the advert close date shall be invited to submit 
technical bid."
West Africa,Nigeria,OPL 245,Zabazaba/Etan,Etan,Eni,Planned,EPIC,Flowlines & umbilicals,,,7 Jul 2016,7 Jul 2016,18 Dec 2018,29.3,
West Africa,Nigeria,OPL 245,Zabazaba/Etan,Etan,Eni,Planned,EPC,Subsea trees,,,28 Jul 2016,28 Jul 2016,18 Dec 2018,28.6,
West Africa,Nigeria,OPL 245,Zabazaba/Etan,Etan,Eni,Planned,Lease,FPSO Lease,BW Offshore,,16 Dec 2016,18 Dec 2019,,,
West Africa,Nigeria,OML 99,Ikike,Ikike,Total,Planned,EPC,Platform,,,1 Dec 2014,1 Dec 2014,4 Apr 2016,16.1,
West Africa,Nigeria,OML 99,Ikike,Ikike,Total,Planned,Installation,Platform installation,,,6 Apr 2015,25 Apr 2016,,,
West Africa,Nigeria,OML 99,Ikike,Ikike,Total,Planned,EPIC,Flowline,,,1 Dec 2014,1 Dec 2014,,,
West Africa,Nigeria,OML 112,Ima,Ima Gas,Total,Planned,EPIC,Flowlines EPIC,,,30 Nov 2015,30 Nov 2015,,,
West Africa,Nigeria,OML 112,Ima,Ima Gas,Total,Planned,EPC,Platforms EPC (production & flare),,,30 Nov 2015,30 Nov 2015,,,
West Africa,Nigeria,,Offshore Nigeria,Offshore Nigeria,Shell,Tendering,EPC,Subsea wellhead systems,,18 Jun 2014,1 Dec 2014,1 Dec 2014,1 Dec 2016,24.0,"The scope of work includes the supply of low pressure subsea wellhead systems for 36-in conductor and high pressure subsea wellhead systems of 15,000 psi for 22-in surface casing as well as casing hangers and seals, systems running, retrieving and test tools. In addition, the operator will require associated services such as for the preparation, assembly and testing of the subsea equipment and the system running, retrieving and test tools as well as for the maintenance and storage of rental equipment. Personnel will also be required for the onshore preparation, including the testing and verification, and for the offshore deployment of the wellhead systems."
West Africa,Nigeria,OML 112,Okoro East,Okoro Further Field Development,Afren Energy,Tendering,EPIC,Platform EPIC,,,30 Oct 2014,30 Oct 2014,30 Jun 2015,8.0,
West Africa,Nigeria,OML 137,Udele/Ofrima,Udele/Ofrima North,Sinopec,Tendering,EPC,Subsea trees EPC,,,5 Jan 2015,5 Jan 2015,,,
West Africa,Nigeria,OML 137,Udele/Ofrima,Udele/Ofrima North,Sinopec,Tendering,Lease,FPSO Lease,BW Offshore,,5 Jan 2015,31 Oct 2018,,,
West Africa,Nigeria,OML 137,Udele/Ofrima,Udele/Ofrima North,Sinopec,Tendering,EPC,Pipelines EPC,,,5 Jan 2015,5 Jan 2015,,,
West Africa,South Africa,2,Ibhubesi,Ibhubesi Ph 1,Sunbird Energy,Planned,Lease,FPSO lease,,,1 Oct 2015,26 Nov 2018,,,
West Africa,South Africa,2,Ibhubesi,Ibhubesi Ph 1,Sunbird Energy,Planned,FEED,FEED,,,,1 Dec 2014,30 Jun 2015,6.9,
West Africa,South Africa,2,Ibhubesi,Ibhubesi Ph 1,Forest Oil,Planned,EPIC,Flowlines and umbilicals,,,1 Oct 2015,1 Oct 2015,,,
West Africa,South Africa,2,Ibhubesi,Ibhubesi Ph 1,Forest Oil,Planned,EPIC,subsea equipment,,,1 Oct 2015,1 Oct 2015,,,
